"{""testDataId"":""paypay-NDHK-16801"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16802"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16803"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16804"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16805"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16806"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16807"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16808"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16809"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
"{""testDataId"":""paypay-NDHK-16810"",""OD"":""LoadTest_Paypay_SIT"",""Skip"":false,""merchantId"":""peach"",""testFlow"":[""paymentRequest-payment""],""payment"":{""amt"":""1"",""txnid"":""generate"",""txncurr"":""JPY"",""authentication"":""N"",""expirydate"":""2020-08-22 00:00:00"",""channelType"":""paypay"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""paymentMethod"":""paypay"",""od"":""LoadTest_Paypay_SIT"",""expectedResult"":{""amt"":""1"",""txncurr"":""JPY"",""respcode"":""02"",""respdesc"":""pending"",""proc_code"":""08100001"",""callbackUrl"":""https://script.google.com/macros/s/AKfycbwRpCfYEQiDPGvCdE_mJXPWa9z42oSquQ4Ua5jQjd9B_k-L1wA/exec "",""redirect_url"":""#Contains-https"",""login"":""PEACH"",""channelType"":""paypay"",""paymentMethod"":""paypay"",""manualCapture"":""N""},""needAssert"":[""amt"",""txncurr"",""respcode"",""respdesc"",""proc_code"",""callbackUrl"",""redirect_url"",""login"",""channelType"",""paymentMethod"",""manualCapture""]},""browsers"":""chrome""}"
